url,date,rawContent,username,likeCount,replyCount,retweetCount,quoteCount,cashtags,hashtags,viewCount
https://twitter.com/whale_alert/status/1608957590876160001,2022-12-30 22:45:57+00:00,"🚨 🚨 🚨 🚨 🚨 🚨  131,350,000 #USDC (131,455,079 USD) transferred from unknown wallet to #Coinbase

https://t.co/L6cTHkPBdG",whale_alert,110,5,8,0,,"['USDC', 'Coinbase']",80222.0
https://twitter.com/whale_alert/status/1608957588313448450,2022-12-30 22:45:56+00:00,"🚨 🚨 🚨 🚨 🚨 🚨  131,350,000 #USDC (131,455,079 USD) transferred from unknown wallet to #Coinbase

https://t.co/BKWMVFZj9e",whale_alert,106,5,14,0,,"['USDC', 'Coinbase']",75646.0
https://twitter.com/OMillionaires/status/1608931721898086400,2022-12-30 21:03:09+00:00,"2022 Performance:

S&amp;P: -19.44%
Nasdaq: -33.10%
Dow: -8.78%
Small caps: -20.48%
Gold -0.14%
US dollar +8.36%

#YTDPerformance https://t.co/PZx3fWEjjV",OMillionaires,22,3,10,0,,['YTDPerformance'],7439.0
https://twitter.com/OMillionaires/status/1608929944536596481,2022-12-30 20:56:05+00:00,"$NFLX and the bullish cross-over… 👀

Earnings Jan 19th https://t.co/AC3wTOdD5m",OMillionaires,5,1,2,0,['NFLX'],,4718.0
https://twitter.com/OMillionaires/status/1608928788250755075,2022-12-30 20:51:30+00:00,2022 market technical analysis update -&gt; https://t.co/IYIoSrMHCH,OMillionaires,5,0,0,0,,,3601.0
https://twitter.com/OMillionaires/status/1608928157091995648,2022-12-30 20:48:59+00:00,This $TNDM and gap fill on collision course https://t.co/ckPNquHIWf,OMillionaires,3,0,0,0,['TNDM'],,3708.0
https://twitter.com/OMillionaires/status/1608927863578804225,2022-12-30 20:47:49+00:00,"#FF 

@GreekTrader777
@SJosephBurns
@UPBOptionMil 
@traderstewie 
@MWM76 
@johnscharts
@SunriseTrader   
@canuck2usa 
@AsphaltCowb0y  
@sssvenky 
@KarlvKtrading   
@HedgeMind   
@ZorTrades  
@stocktrader300   
@TrendSpider    
@livetradepro 
@OpenOutcrier 

#toptraderfollows",OMillionaires,13,12,5,0,,"['FF', 'toptraderfollows']",11999.0
https://twitter.com/whale_alert/status/1608900378061426690,2022-12-30 18:58:36+00:00,"🔥 🔥 🔥  70,000,000 #USDC (70,021,000 USD) burned at USDC Treasury

https://t.co/NgAxCocw13",whale_alert,70,5,9,1,,['USDC'],60211.0
https://twitter.com/OMillionaires/status/1608894212380020736,2022-12-30 18:34:06+00:00,Market trading like everyone left for the weekend,OMillionaires,7,0,0,0,,,4559.0
https://twitter.com/whale_alert/status/1608889179227709442,2022-12-30 18:14:06+00:00,"🚨 🚨 🚨 🚨 🚨 🚨  126,373,022 #USDC (126,477,437 USD) transferred from USDC Treasury to #Coinbase

https://t.co/cpXHG9CcXt",whale_alert,101,12,8,4,,"['USDC', 'Coinbase']",67120.0
