url,date,rawContent,username,likeCount,replyCount,retweetCount,quoteCount,cashtags,hashtags,viewCount
https://twitter.com/alphatrends/status/1608957659822292995,2022-12-30 22:46:13+00:00,@Sunraise2018 Yes.  To my accountant,alphatrends,1,1,0,0,,,664
https://twitter.com/alphatrends/status/1608957368460791810,2022-12-30 22:45:04+00:00,@al_xdpg Thanks Alam. HNY!,alphatrends,1,1,0,0,,,308
https://twitter.com/AdamMancini4/status/1608950592017420288,2022-12-30 22:18:08+00:00,@Deb335111 Thanks Deb! Final newsletter of 2022 was just sent out,AdamMancini4,3,0,0,0,,,381
https://twitter.com/alphatrends/status/1608938137891516416,2022-12-30 21:28:39+00:00,@coachwillwood https://t.co/54TwmWwpJ5,alphatrends,2,0,0,0,,,580
https://twitter.com/alphatrends/status/1608937953270861828,2022-12-30 21:27:55+00:00,"2022 is in the books!

Webinar registration &amp; Market Analysis
$SPY $QQQ $IWM $SMH $IBB etc

VIEW HERE 👉👉👉 https://t.co/QZoTHuHfyX 👈👈👈 https://t.co/ZhV6WclEXd",alphatrends,125,9,18,2,"['SPY', 'QQQ', 'IWM', 'SMH', 'IBB']",,55246
https://twitter.com/AdamMancini4/status/1608931937825218560,2022-12-30 21:04:01+00:00,@rknswingtrader Thanks Reyen and glad your finding newsletter helpful!,AdamMancini4,3,0,0,0,,,637
https://twitter.com/AdamMancini4/status/1608929350103207938,2022-12-30 20:53:44+00:00,"@ben52981 Thanks! Its because of that rising multi-month channel indicated in my newsletter chart, which also happens to be exactly where we squeezed from today at 3820. If that wasn't there then it would be a fairly blatant bearish pattern (and may very well still be, it was saved today)",AdamMancini4,4,0,0,0,,,360
https://twitter.com/alphatrends/status/1608927768418619392,2022-12-30 20:47:27+00:00,@basso_tom @LongDough1101 👊  HNY Tom,alphatrends,1,0,0,0,,,1039
https://twitter.com/AdamMancini4/status/1608926861081579521,2022-12-30 20:43:50+00:00,Closing update #ES_F: Bulls stepped in right where they needed to. 3820 was major support as posted with 3845 next up &amp; we hit 3821.75 then rallied to 3845 as we close 2022. 3875 up next. Newsletter out shortly talking big picture setup &amp; plan for Tuesday https://t.co/zS20sbaDRq,AdamMancini4,119,14,9,0,,['ES_F'],20813
https://twitter.com/AdamMancini4/status/1608924477097902081,2022-12-30 20:34:22+00:00,"@MikeWilliamDear I'm not overly sure what your talking about - the level given in the newsletter was 3820. The level given here was 3820, we bounced at 3821.75. I have been extremely consistent on that.",AdamMancini4,14,0,0,0,,,364
https://twitter.com/AdamMancini4/status/1608917246969262080,2022-12-30 20:05:38+00:00,@ouikmj You as well Kannitrade - glad you've found newsletter helpful this year,AdamMancini4,6,0,0,0,,,603
